"","Filename","Priority","Title","Author","Origin","Call Number","Page Number","Page Sort","Genre","Luna URL","Hamnet URL"
"1638","088029.jpg",7968,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2548","1r",8038,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143815~183406","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1639","088030.jpg",7969,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2548","1v",8039,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143825~183407","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1640","088031.jpg",7970,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2548","2r",8040,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143835~183408","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1641","088032.jpg",7971,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2548","2v",8041,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143845~183409","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1642","088033.jpg",7972,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2549","1r",8042,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143855~183410","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1643","088034.jpg",7973,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2549","1v",8043,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143865~183411","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1644","088035.jpg",7974,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2549","2r",8044,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143875~183412","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1645","088036.jpg",7975,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2549","2v",8045,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143885~183413","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1646","088037.jpg",7976,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2550","1r",8046,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143895~183414","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1647","088038.jpg",7977,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2550","1v",8047,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143905~183415","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1648","088039.jpg",7978,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2550","2r",8048,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143915~183416","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1649","088040.jpg",7979,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2550","2v",8049,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143925~183417","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1650","088041.jpg",7980,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2551","1r",8050,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143935~183418","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1651","088042.jpg",7981,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2551","1v",8051,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143945~183419","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1652","088043.jpg",7982,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2551","2r",8052,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143955~183420","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1653","088044.jpg",7983,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2551","2v",8053,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143965~183421","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1654","088045.jpg",7984,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2552","1r",8054,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143975~183422","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1655","088046.jpg",7985,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2552","1v",8055,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143985~183423","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1656","088047.jpg",7986,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2552","2r",8056,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1143995~183424","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1657","088048.jpg",7987,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2552","2v",8057,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144005~183425","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1658","088049.jpg",7988,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2553","1r",8058,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144015~183426","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1659","088050.jpg",7989,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2553","1v",8059,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144025~183427","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1660","088051.jpg",7990,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2553","2r",8060,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144035~183428","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1661","088052.jpg",7991,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2553","2v",8061,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144045~183429","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1662","088053.jpg",7992,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2554","1r",8062,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144055~183430","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1663","088054.jpg",7993,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2554","1v",8063,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144065~183431","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1664","088055.jpg",7994,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2554","2r",8064,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144075~183432","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1665","088056.jpg",7995,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2554","2v",8065,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144085~183433","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1666","088057.jpg",7996,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2555","1r",8066,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144095~183434","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1667","088058.jpg",7997,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2555","1v",8067,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144105~183435","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1668","088059.jpg",7998,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2555","2r",8068,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144115~183436","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1669","088060.jpg",7999,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2555","2v",8069,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144125~183437","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1670","088061.jpg",8000,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2556","1r",8070,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144135~183438","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1671","088062.jpg",8001,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2556","1v",8071,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144145~183439","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1672","088063.jpg",8002,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2556","2r",8072,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144155~183440","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1673","088064.jpg",8003,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2556","2v",8073,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144165~183441","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1674","088065.jpg",8004,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2557","1r",8074,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144175~183442","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1675","088066.jpg",8005,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2557","1v",8075,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144185~183443","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1676","088067.jpg",8006,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2557","2r",8076,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144195~183444","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1677","088068.jpg",8007,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2557","2v",8077,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144205~183445","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1678","088069.jpg",8008,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2558","1r",8078,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144215~183446","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1679","088070.jpg",8009,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2558","1v",8079,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144225~183447","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1680","088071.jpg",8010,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2558","2r",8080,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144235~183448","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1681","088072.jpg",8011,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2558","2v",8081,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144245~183449","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1682","088073.jpg",8012,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2559","1r",8082,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144255~183450","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1683","088074.jpg",8013,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2559","1v",8083,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144265~183451","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1684","088075.jpg",8014,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2559","2r",8084,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144275~183452","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1685","088076.jpg",8015,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2559","2v",8085,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144285~183453","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1686","088077.jpg",8016,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2560","1r",8086,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144295~183454","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1687","088078.jpg",8017,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2560","1v",8087,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144305~183455","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1688","088079.jpg",8018,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2560","2r",8088,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144315~183456","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1689","088080.jpg",8019,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2560","2v",8089,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144325~183457","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1690","088081.jpg",8020,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2561","1r",8090,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144335~183458","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1691","088082.jpg",8021,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2561","1v",8091,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144345~183459","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1692","088083.jpg",8022,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2561","2r",8092,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144355~183460","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1693","088084.jpg",8023,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2561","2v",8093,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144365~183461","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1694","088085.jpg",8024,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2562","1r",8094,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144375~183462","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1695","088086.jpg",8025,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2562","1v",8095,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144385~183463","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1696","088087.jpg",8026,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2562","2r",8096,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144395~183464","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1697","088088.jpg",8027,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2562","2v",8097,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144405~183465","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1698","088089.jpg",8028,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2563","1r",8098,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144415~183466","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1699","088090.jpg",8029,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2563","1v",8099,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144425~183467","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1700","088091.jpg",8030,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2563","2r",8100,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144435~183468","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1701","088092.jpg",8031,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2563","2v",8101,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144445~183469","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1702","088093.jpg",8032,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2564","1r",8102,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144455~183470","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1703","088094.jpg",8033,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2564","1v",8103,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144465~183471","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1704","088095.jpg",8034,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2564","2r",8104,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144475~183472","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1705","088096.jpg",8035,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2564","2v",8105,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144485~183473","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1706","088097.jpg",8036,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2565","1r",8106,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144495~183474","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1707","088098.jpg",8037,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2565","1v",8107,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144505~183475","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1708","088099.jpg",8038,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2565","2r",8108,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144515~183476","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1709","088100.jpg",8039,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2565","2v",8109,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144525~183477","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1710","088101.jpg",8040,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2566","1r",8110,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145776~183579","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1711","088102.jpg",8041,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2566","1v",8111,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145811~183580","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1712","088103.jpg",8042,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2566","2r",8112,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145821~183581","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1713","088104.jpg",8043,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2566","2v",8113,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145831~183582","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1714","088105.jpg",8044,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2567","1r",8114,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145841~183583","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1715","088106.jpg",8045,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2567","1v",8115,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145851~183584","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"1716","088107.jpg",8046,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2567","2r",8116,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1145861~183585","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
