"","Filename","Priority","Title","Author","Origin","Call Number","Page Number","Page Sort","Genre","Luna URL","Hamnet URL"
"1","086370.jpg",6331,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2104","1r",6379,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100436~179409","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"2","086371.jpg",6332,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2104","1v",6380,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100446~179410","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"3","086372.jpg",6333,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2104","2r",6381,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100456~179411","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"4","086373.jpg",6334,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2104","2v",6382,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100466~179412","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"5","086377.jpg",6335,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2106","1r",6386,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100506~179416","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"6","086378.jpg",6336,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2106","1v || 2r",6387,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100516~179417","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"7","086379.jpg",6337,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2106","2v",6388,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100526~179418","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"8","086383.jpg",6338,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2108","1r",6392,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100566~179422","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"9","086384.jpg",6339,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2108","1v || 2r",6393,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100576~179423","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"10","086385.jpg",6340,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2108","2v",6394,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100586~179424","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"11","086386.jpg",6341,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2109","1r",6395,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100596~179425","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"12","086387.jpg",6342,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2109","1v || 2r",6396,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100606~179426","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"13","086388.jpg",6343,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2109","2v",6397,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100616~179427","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"14","086389.jpg",6344,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2110","1r",6398,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100626~179428","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"15","086390.jpg",6345,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2110","1v || 2r",6399,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100636~179429","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"16","086391.jpg",6346,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2110","2v",6400,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100646~179430","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"17","086392.jpg",6347,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2111","1r",6401,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100656~179431","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"18","086393.jpg",6348,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2111","1v || 2r",6402,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100666~179432","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"19","086394.jpg",6349,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2111","2v",6403,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100676~179433","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"20","086395.jpg",6350,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2112","1r",6404,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100686~179434","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"21","086396.jpg",6351,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2112","1v || 2r",6405,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100696~179435","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"22","086397.jpg",6352,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2112","2v",6406,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100706~179436","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"23","086398.jpg",6353,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2113","1r",6407,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100716~179437","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"24","086399.jpg",6354,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2113","1v || 2r",6408,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100726~179438","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"25","086400.jpg",6355,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2113","2v",6409,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100736~179439","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"26","086401.jpg",6356,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2114","1r",6410,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100746~179440","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"27","086402.jpg",6357,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2114","1v || 2r",6411,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100756~179441","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"28","086403.jpg",6358,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2114","2v",6412,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100766~179442","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"29","086404.jpg",6359,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2115","1r",6413,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100776~179443","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"30","086405.jpg",6360,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2115","1v || 2r",6414,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100786~179444","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"31","086406.jpg",6361,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2115","2v",6415,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100796~179445","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"32","086407.jpg",6362,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2116","1r",6416,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100806~179446","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"33","086408.jpg",6363,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2116","1v || 2r",6417,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100816~179447","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"34","086409.jpg",6364,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2116","2v",6418,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100826~179448","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"35","086410.jpg",6365,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2117","1r",6419,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100836~179449","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"36","086411.jpg",6366,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2117","1v || 2r",6420,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100846~179450","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"37","086412.jpg",6367,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2117","2v",6421,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100856~179451","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"38","086413.jpg",6368,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2118","1r",6422,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100866~179452","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"39","086414.jpg",6369,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2118","1v || 2r",6423,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100876~179453","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"40","086415.jpg",6370,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2118","2v",6424,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100886~179454","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"41","086416.jpg",6371,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2119","1r",6425,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100896~179455","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"42","086417.jpg",6372,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2119","1v",6426,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100906~179456","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"43","086418.jpg",6373,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2119","2r",6427,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100916~179457","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"44","086419.jpg",6374,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2119","2v",6428,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100926~179458","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"45","086420.jpg",6375,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2120","1r",6429,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100936~179459","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"46","086421.jpg",6376,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2120","1v",6430,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100946~179460","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"47","086422.jpg",6377,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2120","2r",6431,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100956~179461","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"48","086423.jpg",6378,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2120","2v",6432,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100966~179462","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"49","086424.jpg",6379,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2121","1r",6433,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100976~179463","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"50","086425.jpg",6380,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2121","1v",6434,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100986~179464","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"51","086426.jpg",6381,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2121","2r",6435,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1100996~179465","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"52","086427.jpg",6382,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2121","2v",6436,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101006~179466","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"53","086428.jpg",6383,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2122","1r",6437,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101016~179467","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"54","086429.jpg",6384,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2122","1v",6438,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101026~179468","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"55","086430.jpg",6385,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2122","2r",6439,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101036~179469","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"56","086431.jpg",6386,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2122","2v",6440,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101046~179470","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"57","086432.jpg",6387,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2123","1r",6441,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101056~179471","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"58","086433.jpg",6388,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2123","1v",6442,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101066~179472","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"59","086434.jpg",6389,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2123","2r",6443,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101076~179473","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"60","086435.jpg",6390,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2123","2v",6444,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101086~179474","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"61","086436.jpg",6391,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2124","1r",6445,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101096~179475","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"62","086437.jpg",6392,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2124","1v",6446,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101106~179476","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"63","086438.jpg",6393,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2124","2r",6447,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101116~179477","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"64","086439.jpg",6394,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2124","2v",6448,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101126~179478","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"65","086440.jpg",6395,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2125","1r",6449,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101136~179479","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"66","086441.jpg",6396,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2125","1v",6450,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101146~179480","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"67","086442.jpg",6397,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2125","2r",6451,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101156~179481","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"68","086443.jpg",6398,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2125","2v",6452,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101166~179482","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"69","086444.jpg",6399,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2126","1r",6453,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101176~179483","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"70","086445.jpg",6400,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2126","1v",6454,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101186~179484","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"71","086446.jpg",6401,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2126","2r",6455,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101196~179485","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"72","086447.jpg",6402,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2126","2v",6456,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101206~179486","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"73","086448.jpg",6403,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2127","1r",6457,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101216~179487","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"74","086449.jpg",6404,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2127","1v",6458,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101226~179488","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"75","086450.jpg",6405,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2127","2r",6459,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101236~179489","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"76","086451.jpg",6406,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2127","2v",6460,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101246~179490","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"77","086452.jpg",6407,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2128","1r",6461,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101256~179491","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"78","086453.jpg",6408,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2128","1v",6462,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101266~179492","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
"79","086454.jpg",6409,"Newdigate family collection of newsletters from the Secretary of State [manuscript], 1673/4-1715.","England and Wales. Secretary of State.","1673/4-1715","L.c.2128","2r",6463,"Newsletters","http://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1101276~179493","http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=245155"
